,text,label
230,pemerintah provinsi sumatera selatan kedatangan vaksin covid diprediksi juta vaksin dikirimkan pemerintah pusat vaksin covidvaccine coronavaccine coronavirus berita beritanasional lampungpostid,1
231,pemerintah cadangkan rp triliun vaksinasi vaksin vaksinuntukkita,1
232,rakyat bahawa vaksin diperoleh negara selamat berkesan fmtnews vaksincovid,1
233,pemerintah cadangkan rp triliun vaksinasi vaksinuntukkita,1
234,rakyat bahawa vaksin diperoleh negara selamat berkesan malaysiagazette covid vaksin,1
235,rakyat bahawa vaksin diperoleh negara selamat berkesan covid vaksin,1
236,vaksin gratis rakyat negeri vaksinuntukkita,1
237,vaksin gratis rakyat negeri vaksinuntukkita,1
238,vaksin gratis rakyat negeri vaksinuntukkita,1
239,vaksin gratis rakyat negeri vaksinuntukkita,1
240,vaksin gratis rakyat negeri vaksinuntukkita,1
241,vaksin gratis rakyat negeri vaksinuntukkita,1
242,vaksin gratis rakyat negeri vaksinuntukkita,1
243,vaksin gratis rakyat negeri vaksinuntukkita,1
244,vaksin gratis rakyat negeri vaksinuntukkita,1
245,vaksin gratis rakyat negeri vaksinuntukkita,1
246,presiden vaksin gratis rakyat vaksinuntukkita,1
247,yuk lihat aja si kandungan vaksin vaksinuntukkita,1
248,dis vaksin covid rtm berperanan sebar maklumat sahih berita rtm beritartm rtm covidmalaysia kitajagakita kitamestimenang komunikasikita malaysiaprihatin kitaprihatin vaksincovid,1
249,live pengumuman khas perdana menteri vaksin covid disember selasa sahih berita rtm beritartm rtm covidmalaysia kitajagakita kitamestimenang komunikasikita malaysiaprihatin kitaprihatin vaksincovid,1
250,dis vaksin covid pfizer didaftar sahih berita rtm beritartm rtm covidmalaysia kitajagakita kitamestimenang komunikasikita malaysiaprihatin kitaprihatin vaksincovid,1
251,lindungi orang sayang vaksin komunikasikita vaksincovid,1
252,brazil bentar terima sinovac vaksinuntukkita,1
253,biar kadrun melek vaksinuntukkita vaksinituperlu,1
254,biar melek vaksinuntukkita vaksinituperlu,1
255,semoga vaksin teratasi vaksincovid vaksingratis vaksinsolusibaik,1
256,covid proses pendaftaran vaksin covid vaksincovid japenselangor,1
257,kapsul covid vaksin covid kepentingannya covid vaksincovid japenselangor,1
258,warga tiongkok bayar vaksinasi covid tenaga medis meragukan kualitas vaksin nonton video selengkapnya tiongkok vaksincovid vaksin,1
259,vaksinuntukkita vaksindatangtetapjagam vaksin dibikin ribet yg ga silakan menyingkir ga divaksin menjauh peradaban krn sumber penularan covid,1
260,vaksin terbaik mengawal wabak covid jaga keluarga patuhi sop amalkan norma baharu kehidupan seharian sumber vaksin normabaharu patuhisop japenselangor,1
261,bikin lentur dlu aja vaksinuntukkita,1
262,bupati aceh barat haji ramli ms presiden jokowi vaksin covid aman halal vaksincovid,1
263,perkembangan vaksin covid menemukan titik terang dilansir youtube sekretariat kepresidenan senin vaksincorona gratis vaksingratis vaksinuntukkita covid covid,1
264,mayoritas pemuka opini presiden jokowi tangani pandemi bersamalawancorona coronavirusindonesia vaksinuntukkita,1
265,berita vaksincorona pfizer vaksin covid yg disetujui who penggunaan darurat semoga sukses lawancovid pakaimasker jagajarak cucitangan,1
266,pahami efek samping vaksin covid pfizer moderna mrna efeksamping vaksincorona vaksincovid vaksin,1
267,perawat chi memorial hospital jatuh pingsan vaksinasi covid amerika vaksinuntukkita,1
268,ragu vaksinasi corona pemerintah kudu yakinkan masyarakat lestarimoerdijat pemerintah efektivitas vaksincovid programvaksinasi keraguanmasyarakat rakyatmerdeka rmcoid,1
269,kena patuh perjanjian ketidakdedahan malaysiagazette vaksin covid,1
270,lembaga islam uni emirat arab vaksin covid halal mengandung unsur babi vaksincovid,1
271,simpang siur berita vaksin emang kadang bikin salah arah yuk follow biar cari belajar informasi seputar vaksin berdasarkan fakta vaksinuntukkita,1
272,bhnasional malaysia tiada pilihan mematuhi perjanjian kerahsiaan kehendak datangnya syarikat pengeluar vaksin covid coronavirus vaksin,1
273,pasien terkonfirmasi positif covid lampung utara bertambah orang covid covidvaccine vaksincovid ingatpesanibu corona coronavirusindonesia antigentest antibody antibodytest lampura lampung lampostco,0
274,masyarakat ramai ramai rapid test antigen perjalanan covid covidvaccine vaksincovid ingatpesanibu corona coronavirusindonesia antigentest antibody antibodytest lampostco,1
275,perjanjian kerahsiaan cadangan pengeluar vaksin negara tiada pilihan mematuhinya peguam fmtnews covid vaksin,1
276,pemerintah philipina astrazeneca menandatangani kesepakatan desember juta juta dosis vaksin unit pemerintah daerah lgu sektor swasta lihat isi konten berita,1
277,penambahan sembilan pasien positif covid berasal kecamatan lampung selatan eka covid covidvaccine vaksincovid ingatpesanibu corona coronavirusindonesia antigentest antibody antibodytest lampostco,0
278,covid proses pendaftaran vaksin vaksin diedarkan peringkat terbukti selamat vaksincovid komunikasikita jabatanpenerangan,1
279,kota metro mencatat enam penambahan pasien terkonfirmasi positif covid covid covidvaccine vaksincovid ingatpesanibu corona coronavirusindonesia antigentest antibody antibodytest lampostco,0
280,mendengar kabar meninggalnya pasien covid bupati pringsewu sujadi langsung melayat rumah duka kecamatan sukoharjo covid covidvaccine vaksincovid ingatpesanibu corona coronavirusindonesia antigentest antibody antibodytest lampostco,1
281,bhnasional lindungi individu masyarakat keliling jangkitan covid coronavirus vaksin,1
282,ketahui vaksin berfungsi badan komunikasikita vaksincovid jabatanpenerangan,1
283,saksikan langsung sidang akhbar yb menteri sains teknologi inovasi perkembangan perolehan vaksin covid jam petang mosti stie vaksincovid,1
284,kenali kandungan vaksin part komunikasikita vaksincovid jabatanpenerangan sodiakroks,1
285,tuduhan kerajaan bayar rm bilion juta dos vaksin covid sodiakroks,1
286,astrazeneca bekalkan malaysia juta dos vaksin astrazeneca to supply malaysia mln vaccine doses vaksincovid vaccines sodiakroks,1
287,tajuk vaksin covid selamat ditonton langsung dilaman web link fb live analisis tvalhijrah vaksincovid,1
288,khairy jamaluddin terdengar tawaran uae nampak bertulis fmtnews uae vaksin,1
289,hukum penggunaan vaksin covid wajib perkara diputuskan mesyuarat khas jawatankuasa muzakarah majlis kebangsaan ehwal ugama islam malaysia kali,1
290,kementerian kesehatan menetapkan jenis vaksin indonesia nih prosesnya terbagi bantuan pemerintah bpjs mandiri vaksinuntukkita,1
291,dinas kesehatan kabupaten pringsewu rapid test antigen mengantisipasi penyebaran covid covid covidvaccine vaksincovid ingatpesanibu corona coronavirusindonesia antigentest antibody antibodytest lampostco,1
292,hukum penggunaan vaksin covid wajib perkara diputuskan mesyuarat khas jawatankuasa muzakarah majlis kebangsaan ehwal ugama islam malaysia kali onenews,1
293,teratur vaksin covid diluluskan bersyarat mac onenews,1
294,kenali kandungan vaksin part komunikasikita vaksincovid jabatanpenerangan perlismaju,1
295,hai teman hati gak program vaksin gratis direncanakan loh tau dipersiapkan yuk simak gambar uuciptakerja jaringanbonusdemografi vaksin vaksincovid vaksincorona vaksingratis,1
296,vaksinbaikdanbermanfaat dusiplin protokol kesehatan ya sobat vaksinuntukkita,1
297,vaksinbaikdanbermanfaat patuhi protokol kesehatan mnya ya sobatku lawan covid vaksinuntukkita,1
298,tuh sobat bpom telahenyebutkan kalo vaksinuntukkita terbukti aman pastinya vaksinbaikdanbermanfaat,1
299,eits nunggu perlindungan apapun melawan penularan virus pandemi jaga disiplin ya sumber vaksinuntukkita,1
300,guys turki udah vaksinasi covid massal nih tunggu sebentar yuk semoga indonesia mengikuti jejak turki vaksinuntukkita,1
301,penggunaan vaksin melindungi manusia dijangkiti penyakit berbahaya perkara asing perspektif syarak fmtnews covid vaksin,1
302,semoga vaksin covid cepat didistribusikan source vaksin vaksingratis nagakomodo nagakomodostainless stainlessteel dirumahaja newnormal protokolkesehatan produksni perabotansni perabotanmasak peralatanmasak alatmasak panci,1
303,positif covid indonesia bertambah tercatat rabu desember covid covidvaccine vaksincovid ingatpesanibu corona coronavirusindonesia antigentest antibody antibodytest lampostco,0
304,kenali kandungan vaksin part komunikasikita vaksincovid jabatanpenerangan,1
305,vaksinuntukkita terbukti guys manfaatnya nggak takut vaksin ya vaksinbaikdanbermanfaat,1
306,vaksinbaikdanbermanfaat jaga mnya guys covid cepat menghilang vaksinuntukkita,1
307,vaksin covid tiongkok sinovach biotech ltd dilaporkan kemanjuran uji fase diselesaikan brasil covid covidvaccine vaksincovid ingatpesanibu vaksincorona antigen antigentest antibody antibodytest lampostco,1
308,vaksinuntukkita meningkatkan sistem imun didalam tubuh lho guys vaksinbaikdanbermanfaat lho,1
309,vaksinuntukkita disiplin paket lengkap melindungi kesehatan masyarakat vaksinbaikdanbermanfaat,1
310,bhnasional hukum diputuskan mesyuarat khas jawatankuasa muzakarah majlis kebangsaan ehwal ugama islam malaysia kali bersidang disember covid coronavirus vaksin,1
311,salam sehat vaksin obat terbaik infeksi virus vaksin aman presepsi masyarakat dikelirukan antibiotik obat kimia jamu vitamin yg toksik isi vaksin jasad renik virus yg sdh mati tdk aktif dicampur pelarutnya vaksincovid,1
312,presiden jokowi diharapkan vaksin november divaksin tenaga kesehatan jokowi divaksin jokowi jokowidodo vaksin vaksincovid presidenjokowi vaksincorona,1
313,pemerintah jamin vaksin covid aman halal vaksinuntuknegeri vaksincovid vaksincorona vaksingratisutkrakyat,1
314,gk pro loh ya cuman nanya doang kalo nya tuh salah yg kek gimana sih orangnya arah menyimpulkan emng bdh bgt vaksinuntuknegeri vaksin,1
315,bpom pastikan keamanan efektivitas vaksin bpom vaksin berita news pustakalewi surabaya indonesia,1
316,gk pro loh ya cuman nanya doang kalo nya tuh salah yg kek gimana sih orangnya arah menyimpulkan emng bdh bgt vaksinuntuknegeri vaksin,1
317,anak sih saudi mentri kesehatannya yg kali vaksin aagym vaksincovid,1
318,ramai vaksinasi sih kandungan vaksin covid vaksin vaksinasi indonesia vaksinitubaik lawancorona lawancovid ingatpesanibu corona covid animasi tips,1
319,vaksinasi covid spirit kebangkitan ekonomi lamsel beritakitacoid sobatkita lampung lampungselatan lamsel vaksincovid vaksin vaksinuntukkita vaksinuntuknegeri vaksingratisutkrakyat vaksindatangtetapjagam ekonomiindonesia,1
320,vaksin solusi wabah covid indonesia vaksin sinovac tobaai widyaanalytic covid pandemi indonesia dataanalytic data bigdata,1
321,corona takut takut vaksin vaksincorona ikhtiar mengahadapi vaksinuntuknegeri vaksinuntukkita,1
322,ketegasan presiden jokowi polemik upaya negara mengakomodasi aspirasi masyarakat mengadakan vaksin gratis,1
323,malam perseners nge up video vaksin covid nih collab bareng langsung nonton aja yuk tinggal klik link vaksinuntukkita vaksinuntuknegeri vaksincovid,1
324,semenjak pandemi mendengar herd immunity gaksii vaksinasi aman kekebalan orang vaksinuntukkita,1
325,catatan inti rabu presiden jokowi mengumumkan vaksincovid gratis masyarakat indonesia,1
326,sehatnya rakyat indonesia mencakup sabang merauke vaksin elemen gizi dikuatkan vaksinuntukkita vaksinuntuksemua sehatuntuksemua catatan masker dibuka bercakap warga jaga jarak,1
327,ybhg prof datuk dr lokman hakim sulaiman facs felo membicarakan topik vaksin kehidupan jam pagi isnin disember dengarkannya ikuti mosti stie vaksin,1
328,hukum imunisasi uas jokowi prabowo vaksin imunisasi haji netizenbudiman netizenmahabenar netizen netizenindonesia politik asiangames jakartapalembang indonesia,1
329,minggu berita tunggu tunggu nih aja ya selengkapnya berita vaksin ya vaksinuntukkita,1
330,mantan wakil ketua dpr fahri hamzah usul terkait kali divaksin baca selengkapnya sumber newsone vaksincovid vaksinsinovac presidenjokowidodo marufamin fahrihamzah,1
331,penegasan presiden jokowi terkait vaksincovid disuntikkan masyarakat via,1
332,lindungi orang sayang vaksin komunikasikita vaksincovid,1
333,situ ga percaya keputusan pres joko wi kalo percaya milih orang terkasihnya vaksincovid,1
334,april jerman berhasil asiandevelopmentbank adb membangun program covid active response and expenditure support cares vaksinuntukkita vaksincorona,1
335,mengonsumsinya nasib tenaga medis tar vaksin sinovac vaksincovid indonesiahumanrightssos,1
336,sinovac dibeli indonesia china borong vaksin covid buatan jerman inggris vaksin bukanberitabiasa,1
337,kerugian masyarakat akibat pandemi covid aspek kehilangan pekerjaan sumber penghasilan beban pembiayaan vaksinasi corona ditanggung pemerintah langkah solutif azissyamsuddin vaksinuntukkita,1
338,kalo banget pergi protokol mnya tetep jalan selagi menunggu vaksinnya sabar yaa melewati vaksinuntukkita,1
339,yuk ingatkan keluarga teman teman orang orang liburan dirumahaja upaya melindungi biar terhindar covid vaksinuntukkita,1
340,sebentar tanggal merah nih ges jelang banyaknya luang mempengaruhi kenaikan tingkat kerumunan pandemi vaksinuntukkita,0
341,sinovac dilempar indonesia china pilih vaksin covid buatan jerman inggris vaksin bukanberitabiasa,1
342,kesatuan jaga jokowi perlahan berani melawan kelompok intoleran kekuasaan indonesia semangat sehat sayapercayajokowi vaksinuntukkita,1
343,gak demo vaksin gratis dijogeti aja malam jam channel youtube kill the tv lupa goyangya jaga jarak pake masker cuci tangan jaga cegah corona kopadkopid vaksingratis vaksinuntukkita kewerkewer libertaria,1
344,kabar meredam spekulasi kegelisahan harga vaksin mahal twifi khawatir normal patuhi ya wifiid telkomindonesia news vaksincovid,1
345,twifi berita minggu nih presiden joko widodo vaksin covid dikenakan biaya alias gratis wifiid telkomindonesia news vaksincovid,1
346,mantan wakil ketua dpr fahri hamzah usul terkait kali divaksin menuliskannya akun twitternya minggu desember selengkapnya vaksincovid sinovac presidenjokowi fahrihamzah,1
347,bpom vaksin sinovac terbukti efek samping kritis vaksin bpom tiongkok china sinovac,1
348,kandungan vaksin berita terkini berkaitan covid bahan menarik lupa klik bio link sinarharian coronavirus pandemic vaksin kkm via sinaronline,1
349,vaksin fasilitas kesehatan warga negara gratis negara tanggung pengurus rakyat beda ri negara gratiskan vaksin corona warganya,1
350,nan,1
351,kritikus ulang membangun kadrun politisi genit kelonjotan weekk vaksinuntukkita vaksingratisuntukrakyat jokowi vaksingratis vaksinaman vaksindatangtetapjagam,1
352,presiden jokowi menetapkan vaksin gratis rakyat diharapkan masyarakat melakikan vaksinasi keamanan vaksin dijamin vaksinuntukkita vaksingratisuntukrakyat jokowi vaksingratis vaksinaman vaksindatangtetapjagam,1
353,presiden jokowi menetapkan vaksin gratis rakyat diharapkan masyarakat melakikan vaksinasi keamanan vaksin dijamin vaksinuntukkita vaksingratisuntukrakyat jokowi vaksingratis vaksinaman vaksindatangtetapjagam,1
354,presiden jokowi menetapkan vaksin gratis rakyat masyarakat jaga displin prokes vaksinuntukkita vaksingratisuntukrakyat jokowi vaksingratis vaksinaman vaksindatangtetapjagam,1
355,presiden jokowi menetapkan vaksin gratis rakyat masyarakat jaga displin prokes vaksinuntukkita vaksingratisuntukrakyat jokowi vaksingratis vaksinaman vaksindatangtetapjagam,1
356,semoga hasil evaluasi vaksinnya ya sumber youtube vaksinuntukkita,1
357,badan pom evaluasi keamanan khasiat mutu vaksin masyarakat kawal proses disiplin vaksinuntukkita,1
358,badan pom mengawal vaksin covid proses vaksinasi loh vaksinuntukkita,1
359,juta dosis diborong indonesia riset imunitas vaksin sinovac terendah bukanberitabiasa vaksin,0
360,inggris amerika serikat israel vaksinasi sebentar vaksin jatahmu vaksinuntukkita menujuekonomibangkit barisanprokerja,1
361,china ckp yg first siapkan vaksin skrg nak import dr jom sebarkan utk tau kitajagakita covidmalaysia,1
362,koalisi relawan bentukan idi disuntik vaksin corona kali jokowi jokowi relawan idi vaksin corona prmn pikiranrakyatmedianetwork potensilokalgonasional kolaborasimediapreneurnusantara pikiranrakyat,1
363,vaksin covid gratis masyarakat presiden jokowi menginstruksikan memerintahkan mengalokasikan anggaran terkait ketersediaan vaksinasi gratis alasan masyarakat vaksin vaksingratis,1
364,golongan yg absurditas utk memgkritik vaksin malas belajar malas baca nyalak nyaring vaksinuntukkita,1
365,impor sinovac vaksin merah putih jalan vaksin sinovac merahputih corona coronavirus covid covid rakyatmerdeka rmcoid,1
366,kandungan vaksin berita terkini berkaitan covid bahan menarik lupa klik bio link sinarharian coronavirus pandemic vaksin kkm,1
367,pilih vaksinchina sinovac doyanchina kepentinganbisnis imperialismechina who data efektivitas vaksin virus corona,0
368,bahu membahu lawan covid percaya mendukung displin prokes protokolkesehatan pakaimasker jagajarak vaksingratis jokowigratiskanvaksin vaksinuntukkita,1
369,hati hoax kartel monopoli fakenews pengadaan vaksin kesehatan rakyat protokolkesehatan pakaimasker jagajarak vaksingratis jokowigratiskanvaksin vaksinuntukkita,1
370,bahu membahu lawan covid percaya mendukung displin prokes protokolkesehatan pakaimasker jagajarak vaksingratis jokowigratiskanvaksin vaksinuntukkita,1
371,hati hoax kartel monopoli fakenews pengadaan vaksin kesehatan rakyat protokolkesehatan pakaimasker jagajarak vaksingratis jokowigratiskanvaksin vaksinuntukkita,1
372,vaksinasi ditetapkan masyarakat gratis vaksin dijamin keamanan kemanjurannya didistribusikan masyarakat protokolkesehatan pakaimasker jagajarak vaksingratis jokowigratiskanvaksin vaksinuntukkita,1
373,vaksinasi ditetapkan masyarakat gratis vaksin dijamin keamanan kemanjurannya didistribusikan masyarakat protokolkesehatan pakaimasker jagajarak vaksingratis jokowigratiskanvaksin vaksinuntukkita,1
374,vaksinasi ditetapkan masyarakat gratis vaksin dijamin keamanan kemanjurannya didistribusikan masyarakat protokolkesehatan pakaimasker jagajarak vaksingratis jokowigratiskanvaksin vaksinuntukkita,1
375,vaksinasi ditetapkan masyarakat gratis vaksin dijamin keamanan kemanjurannya didistribusikan masyarakat protokolkesehatan pakaimasker jagajarak vaksingratis jokowigratiskanvaksin vaksinuntukkita,1
376,vaksinasi ditetapkan masyarakat gratis vaksin dijamin keamanan kemanjurannya didistribusikan masyarakat protokolkesehatan pakaimasker jagajarak vaksingratis jokowigratiskanvaksin vaksinuntukkita,1
377,vaksinasi ditetapkan masyarakat gratis vaksin dijamin keamanan kemanjurannya didistribusikan masyarakat protokolkesehatan pakaimasker jagajarak vaksingratis jokowigratiskanvaksin vaksinuntukkita,1
378,vaksinasi ditetapkan masyarakat gratis vaksin dijamin keamanan kemanjurannya didistribusikan masyarakat protokolkesehatan pakaimasker jagajarak vaksingratis jokowigratiskanvaksin vaksinuntukkita,1
379,aq percaya jokowi digigit semutnya klo vaksinya sy percaya yg udh mengujicobakanya brasil vaksinuntukkita inikekuatankita dukungjne covid,1
380,vaksin covid moderna diedarkan as selepas kelulusan kegunaan kecemasan onenews covid vaksin,1
381,kroscek orang alami kelumpuhan wajah disuntik vaksin covid via vaksin,0
382,tingkatkan partisipasi cegah hoaks idi bentuk kawan vaksin hoaks vaksin ikatandokterindonesia,1
383,alasan mencukupi pasokan china impor vaksin covid jerman indonesia impor jerman china ladang uang kartel pejabat pemburu rente kedzalimanpastitumbang vaksin sinovac,0
384,vaksinuntukkita vaksinitubaik vaksindatangtetapjagam yg ga tinggalin aja,1
385,milih vaksin yg bagus terpercaya percaya deh pilihlah vaksin yg disuntikkan pm israel benyamin netanyahu sisi technology intelejen percayalah yg terbaik didunia vaksin,1
386,melanie subono generasi divaksin covid gue baca paper ilmiahnya melaniesubono vaksin covid via,0
387,presiden joko widodo bersedia orang disuntik vaksin covid,1
388,presiden joko widodo bersedia orang disuntik vaksin covid,1
389,lindungi orang sayang vaksin japensabah komunikasikita vaksincovid jabatanpenerangan,1
390,lindungi orang sayang vaksin komunikasikita vaksincovid jabatanpenerangan perlismaju,1
391,warga bernama happy hayati helmi menggugat peraturan warga tolak vaksinasi covid didenda rp juta kamuharustau vaksincovid denda,0
392,cdc sesiapa alergi teruk vaksin covid iaitu ubat epinefrin rawatan hospital patut dos fmtnews vaksin,1
393,buzzer jd ucapin happy wedding dgn hashtag vaksincorona bebaskanibhrs bersatububarkanfpi boikotjne vaksincovid,1
394,vaksin covid uji klinis fase ylki menyoroti kebijakan rapit test antingen syarat perjalanan menyebabkan antrean bandara covid vaksincovid rapidantigen,0
395,pemerintah mengakomodasi vaksin gratis percepatan penanganan covid bersatulawancovid vaksin,1
396,lindungi orang sayang vaksin komunikasikita vaksincovid jabatanpenerangan sodiakroks,1
397,masyarakat optimis hadapi pandemi covid covid vaksin,1
398,berani tolak pemberian vaksin covid didenda rp juta menkes terawan efektivitasnya simak ulasannya kamuharustau vaksincorona vaksincovid denda,0
399,sambut aktivitas normalisasi vaksin pandemi indonesia virus indonesiakuat,1
400,terimakasih pakde vaksin pandemi indonesia virus indonesiakuat,1
401,optimis ekonomi pulih vaksin pandemi indonesia virus indonesiakuat,1
402,comba mantap vaksin pandemi indonesia virus indonesiakuat,1
403,mantap de terimakasih vaksin pandemi indonesia virus indonesiakuat,1
404,top news koran rakyat merdeka wapres as divaksin duluan trump kebal mikepence donaldtrump joebiden amerika usa vaksin corona coronavirus covid covid rakyatmerdeka rmcoid,1
405,presiden jokowi bersedia vaksin kali bersatulawancovid vaksin,1
406,presiden jokowi divaksin kali bersatulawancovid vaksin covid,1
407,tarif tes rapid antibodi antigen swab pcr covidiot covidvic vaksinuntukkita vaksin vaksincovid ketahananinformasi timesindonesia,1
408,kelompok prioritas penerima vaksin covid vaksinuntukkita,1
409,vaksin memicu kekebalan tubuh vaksinuntukkita,1
410,takut ya vaksinuntukkita,1
411,jawabannya terimakasih dok vaksinuntukkita,1
412,menerima masukkan masyarakat presiden jokowi kali divaksin vaksinuntukkita,1
413,lindungi orang sayang vaksin komunikasikita vaksincovid,1
414,top news koran rakyat merdeka vaksinasi hidup mati orang muhadjir jamin bpom nggak main main vaksin bpom corona coronavirus covid covid rakyatmerdeka rmcoid,1
415,perkataannya bohong orang mikir mikir ame sikapnye perkataannya bohong lu pade ape percaya ame die lakuin vaksinuntukkita,0
416,presiden joko widodo bersedia orang disuntik vaksin covid vaksinuntukkita,1
417,presiden joko widodo bersedia orang disuntik vaksin covid covid vaksinuntukkita vaksin,1
418,top news koran rakyat merdeka jelang program vaksinasi covid netizen dukung pemerintah siapkan nakes vaksinator vaksin corona coronavirus covid covid rakyatmerdeka rmcoid,1
419,top news koran rakyat merdeka persen rakyat tolak vaksin corona luhut gimana vaksin sinovac luhut corona coronavirus covid covid rakyatmerdeka rmcoid,1
420,sekilas vaksin utama covid vaksin pfizerbiontech sinovac moderna inewsid inibaruberita,1
421,vaksin mengendalikan pandemi disiplin gak kalah nih biar gak tertular orang sekeliling vaksinuntukkita,1
422,presiden ajak masyarakat program vaksin covid kunjungi hdp jokowi pandemi vaksincovid,1
423,kenal kebal cekidot vaksingratisuntuksemua vaksingratisuntukrakyat,1
424,tetaplah disiplin menjalani protokol kesehatan vaksinuntukkita,1
425,tetaplah disiplin menjalani protokol kesehatan vaksinuntukkita,1
426,waspada covid patuhi protokol kesehatan vaksinuntukkita,1
427,waspada covid patuhi protokol kesehatan vaksinuntukkita,1
428,mengenal malaise gejala ringan covid vaksinuntukkita,1
429,mengenal malaise gejala ringan covid vaksinuntukkita,1
430,kesehatan pulih ekonomi bangkit vaksinuntukkita,1
431,kesehatan pulih ekonomi bangkit vaksinuntukkita,1
432,udah paham kayak bu tejo nih kerja vaksin divaksin vaksinuntukkita,1
433,salah jenis vaksin diuji coba vaksin buatan perusahaan jerman amerika serikat pfizer biontech vaksincovid,1
434,gerindra menyambut rencana pemerintah menggratiskan vaksin covid merahputihcom gerindra vaksingratis,1
435,manfaat vaksin lolos uji kehalalan majlis ulama indonesia mui joko widodo dibantu ormas keagamaan spt nu muhaammadiyah jokowi vaksinuntuknegeri vaksingratis,1
436,presiden vaksin covid indonesia gratis vaksinuntukindonesia vaksingratis,1
437,terpenting joko widodo vaksinasi tahapan ilmiah badan pengawas obat makanan bpom jokowi vaksinuntuknegeri vaksingratis,1
438,pemberian vaksinasi terkait keanggotaan bpjs kesehatan sesuai ketentuan joko widodo jokowi vaksinuntuknegeri vaksingratis,1
439,pemberian modal usaha mikro mengajak rakyat vaksinasi terkecuali jokowi vaksinuntuknegeri vaksingratis,1
440,makasih vaksinuntukkita,1
441,repost posted hentikan imunisasi kerana penyakit meningkat sayangi kesihatan komunikasikita vaksincovid jabatanpeneranganpahang penben phgkoi cmsphg kkmm dis,1
442,presiden ajak peran masyarakat vaksinasi covid presidenjokowidodo vaksincovid,1
443,vaksin corona masyarakat gratis jokowi vaksin covid,1
444,masyarakat gembira vaksin covid digratiskan merahputihcom vaksin covid gratis,1
445,jakarta presiden joko widodo berharap masyarakat indonesia disuntik vaksin covid pdiperjuangan pdiperjuanganjabar vaksincovid,1
446,organisasi kesehatan dunia who negara negara kawasan asia pasifik dijamin akses vaksin covid vaksincovid,0
447,tempuh opsi vaksin sinovac vaksin rakyat kesehatan vaksin,1
448,kumpulkan anak anak bangsa ahli bidang lepas dugaan dijadikan contoh negara china vaksin,1
449,pesan dp serasa dijadikan contoh sinovac keampuhan keamanannya dijadikan tanda politisi pengamat dll vaksin,0
450,ceritanya memikirkannya matang vaksin,1
451,china dirasa ragu ciptaannya impor vaksin negaranya vaksin,0
452,lantas didorong kesan dipaksa vaksinasi sinovac keampuhannya keamanannya diragukan pembuatnya china vaksin,0
453,sisanya china impor negara kabar pemerintah china sinovac vaksin bahaya pesan vaksin,0
454,pemerintah china kabarnya sepenuhnya vaksin sinovac rakyatnya china menciptakan ragu vaksin,0
455,vaksin china timbul negara komunisnya agama vaksin,0
456,mengikuti berita vaksin menimbulkan tanda salah satunya keampuhan keamanan vaksin sinovac vaksin,0
457,khawatir salah beli vaksin ahli bicara nasional politik kesehatan vaksin sinovac,1
458,alhamdulillah vaksin gratis nasional kesehatan vaksin politik,1
459,presiden jokowi mengajak masyarakat sukseskan program vaksinasi covid genpico vaksincovid,1
460,legenda beatles nyicip disuntik vaksin covid legendabeatles paulmccartney kesempatanpertama suntik vaksincovid vaksinasi thesun rakyatmerdeka rmcoid,1
461,tolong dibaca dipahami dilaksanakan anak indonesia sehaat indonesiaa kuaat vaksinuntukkita vaksingratisuntukrakyat vaksingratis vaksincovid vaksindatangtetapjagam vaksinmlawancorona menujuindonesiamaju,1
462,china beli pfizer beli sinovac belajarlah negeri china vaksincovid,0
463,dipidana menolak divaksin covid pidana vaksin covid klinikhukumonline hukumonline bikinmelekhukum biarmakinpaham,1
464,jokowi khawatir kehalalan vaksin vaksincovid,1
465,simak penjelasan jokowi halal halal vaksin covid masyarakat khawatir via jokowi vaksin covid corona vaksinhalal tribunkaltim,1
466,presiden joko widodo menggambarkan suntik vaksin digigit semut vaksin covid,1
467,yg ngga kasih vaksin covid ngg sih trus alasan ngg dikasih vaksin kalonya alasan vaksincovid,1
468,kepala badan pengawas obat makanan bpom penny lukito menjamin keamanan vaksin covid sinovac vaksin,1
469,vasin covid vaksingratisuntukrakyat vaksinuntukkita,1
470,kepala dinas kesehatan provinsi riau mimi nazir riau juta vaksin sumber infopku pekanbaru,1
471,presiden joko widodo jokowi vaksin covid gratis peserta badan penyelenggara jaminan sosial bpjs jokowi jokowimaruf bpjs vaksin vaksincovid vaksingratis vaksinuntukkita vaksingratisuntukrakyat lampostco,1
472,harapan vaksin disamping menerapkan mngingat covid msh rencana yg tlh dipikirkan sekolah kuliah tatap muka blm terealisasi covid msh blm reda vaksin harapan,1
473,gratiskan vaksin covid udah,1
474,tegaskan divaksin jokowi kayak digigit semut tik gitu aja vaksincovid orangpertama bpom meyakinkanpedagangdanpublik vaksinasiaman rakyatmerdeka rmcoid,1
475,denda penolak vaksin dinilai memaksa warga gugat ma vaksin covid news indonesia,0
476,lugas terima kasih presiden joko widodo vaksinuntukrakyat vaksingratis vaksinuntuksemua vaksinforall protokolkesehatan percayajokowi,1
477,twitter mengumumkan bahawa menghapus postingan tweet mengklaim berita palsu menyesatkan vaksin covid twitter vaksincovid,1
478,optimis penggunaan vaksin indonesia berjalan dgn lancar indonesiabebascovid vaksinuntukkita,1
